file_name,text
0142419605.jpg,"picture of a city with the front caption ""MIKE LUPICA HERO"""
0142422886.jpg,"drawing of children playing soccer and the title ""Encyclopedia Brown and the case of the soccer scheme"""
0142425710.jpg,"drawing of a haunted house and children with the title ""The Ghosts of Tupelo Landing"""
014242580X.jpg,"drawing of buildings on hills and the title ""LOST CITY The Discovery of Machu Picchu"""
0142500216.jpg,"drawing of a squirrel and a butterfly with the title ""How Chipmunk got his stripes"""
0142501417.jpg,"drawing of a ballerina with white tutu and the caption ""Dancing in the wings"""
014250162X.jpg,"drawing of two rabbits dressed and dancing below the caption ""BUNNY PARTY"""
0147512816.jpg,"drawing of a black rat and the title ""OH, RATS!"""
0152002197.jpg,"drawing of a boy and two goats with the caption ""Trouble"""
0152012982.jpg,"picture of a woman with wires and the title ""I want to be... AN ENGINEER"""
015201389X.jpg,"drawing of a boy a man with white and black clothes below the title ""Encounter"""
015202154X.jpg,"drawing of three tools of a toolbox with the caption ""My little Red toolbox"""
0152022988.jpg,"drawing of a spoon and plate with faces and the title ""And the DISH Ran Away with the SPOON"""
0152024492.jpg,"drawing of a colorful bird and the title ""RAVEN"""
0152047131.jpg,"drawing of boys in a flying car and the title ""CARL SANDBURG MORE ROOTABAGA STORIES"""
0152047735.jpg,"drawing of a boy and a man in front of a red bridge with the title ""PUP'S BRIDGE"""
0152050841.jpg,"picture of a blue bird and a red sunflower with the caption ""Once upon a Marigold"""
0152052518.jpg,"drawing of people waving at a girl with white coat and the title ""AMERICA'S CHAMPION SWIMMER GERTRUDE EDERLE"""
0152056254.jpg,"drawing of an eagle, a girl, and a man with the caption ""THE SPOON IN THE BATHROOM WALL"""
015205961X.jpg,"drawing of a yellow airplane with the captions ""Sometimes"" and ""Algunas veces"""
0152163565.jpg,"drawing of a crocodile with a monkey in his mouth and the title ""Counting Crocodiles"""
0152280510.jpg,"drawing of a colorful fish and the title ""Fish Eyes"""
0152309799.jpg,"drawing of a girl and geese with the title ""THE GIRL WHO DREAMED ONLY GEESE"""
0153248092.jpg,"image of a black and white background with the caption ""Harcourt School Publishers Horizons: Student Edition Can-Mex-Central Amer 2003"""
0156012197.jpg,"drawing of a kid on the moon and stars in blue sky with the title ""The Little Prince"""
0192816993.jpg,"drawing of a girl in a carriage and the title ""HANS ANDERSEN'S FAIRY TALES"""
0233997377.jpg,"picture of a man in a suit with the title ""ANDY COLE"""
0237511622.jpg,"image of a black and white background and the caption ""Communications (Facing the Future)"""
0307001458.jpg,"drawing of a stripped cat and a butterfly with the title ""THE SHY LITTLE KITTEN"""
0307010856.jpg,"drawing of a blue smiling monster and the title ""the MONSTER at the end of this Book"""
0307021068.jpg,"drawing of a girl holding a rabbit and the title ""PRAYERS FOR CHILDREN"""
0307021688.jpg,"drawing of a lion and four rabbits eating carrots with the title ""TAWNY SCRAWNY LION"""
0307119386.jpg,"drawing of a rabbit with clothes next to a bed with the title ""ALL BY MYSELF"""
0307261050.jpg,"drawing of a rabbit, a frog, a rat, and a bird staring at stars with the title ""I Like Stars"""
0307929574.jpg,"drawing of a sleepy pink dragon and the title ""Good Night, Little Dragons"""
0307930092.jpg,"drawing of a brown and white rabbit with the title ""HOME FOR A BUNNY"""
0307930289.jpg,"drawing of two mermaid kids with a dog and the title ""IT'S TIME FOR BUBBLE PUPPY!"""
0307931625.jpg,"drawing of a mouse and baby animals with the caption ""BABYMOUSE BAD BABYSITTER"""
0307931803.jpg,"drawing of a red fox with blue socks and the title ""FOX in Socks Dr. Seuss's"""
0307976440.jpg,"drawing of a smiling girl in a pink dress with a unicorn and the title ""A Princess Like Me"""
030797698X.jpg,"drawing of a dancing girl with a pink tutu and the title ""Not That Tutu!"""
0307977455.jpg,"drawing of Santa Claus with toys and the title ""Favorite Little Golden Books for CHRISTMAS"""
030797751X.jpg,"picture of a girl's face with shadows and the title ""THE STRANGE MAID"""
0307977765.jpg,"drawing of two boys in a park with the title ""BALLPARK Mysteries THE WRIGLEY RIDDLE"""
0307978060.jpg,"drawing of an elephant and the title ""Where's Ellie?"
0307980790.jpg,"drawing of a woman with shiny yellow gloves and the title ""LUNCH LADY"""
0307982033.jpg,"drawing of three trains with faces and the caption ""THOMAS' 123 BOOK"""
0310725402.jpg,"picture of a hockey player with the title ""Defender of Faith"""
0310734215.jpg,"picture of a girl holding a big paper with text and the title ""OUR Constitution ROCKS!"""
0310745551.jpg,"drawing of a boy and a girl surfing in the sea with the title ""Burned"""
031236752X.jpg,"drawing of a white rabbit playing with a yellow airplane and the caption ""My Friend Rabbit"""
0312493894.jpg,"picture of a black and yellow truck with the caption ""trucks bright baby"""
0312499094.jpg,"picture of four trucks and the title ""Trucks"""
031250215X.jpg,"picture of two chickens with the title ""Numbers Números"""
0312508670.jpg,"picture of different objects and a hand with the title ""Workbook Uppercase Alphabet ABC"""
0312508700.jpg,"picture of different objects and a hand with the title ""Workbook Tracing and Pen Control"""
0312510829.jpg,"picture of eight farm objects and animals with the title ""My big farm book"""
031251106X.jpg,"picture of twelve trucks with the title ""My big truck book"""
0312513380.jpg,"drawing of a yellow chandelier with nine candles and the title ""Hanukkah"""
031251381X.jpg,"picture of two dog puppies and other animals with the title ""Noisy pets"""
0312515111.jpg,"drawing of a green dinosaur with the title ""Dinousaurs"""
0312518714.jpg,"drawing of a turkey and the title ""Happy Thanksgiving"""
0312518919.jpg,"drawing of a bee and the title ""Fuzzy bee and friends"""
0312628994.jpg,"drawing of an ant with a pencil and a deer with the caption ""Dear Deer"""
0312672896.jpg,"drawing of a boy and a dog of strokes with the title ""My Life as a Book"""
0316019984.jpg,"drawing of three superheroes with the title ""DC SUPER HEROES"""
0316044822.jpg,"drawing of three basketball players and the title ""MATT CHRISTOPHER HOT SHOT"""
0316045462.jpg,"drawing of a girl in the jungle with animals and the title ""Me...Jane"""
0316070297.jpg,"drawing of a boy and a green monster with clothes and the title ""My Teacher is a MONSTER!"""
0316101834.jpg,"drawing of four children and the title ""WHAT'S THE BIG SECRET?"""
0316132888.jpg,"drawing of a metallic dinosaur in a building with the title ""REVENGE OF THE DINOTRUX"""
0316133922.jpg,"drawing of a metallic dinosaur and the title ""DINOTRUX"""
0316137995.jpg,"picture of a hockey player and the title ""On the Ice with... Mario Lemieux"""
0316199125.jpg,"picture of a baseball player with the caption ""LITTLE LEAGUE PERFECT GAME"""
0316201553.jpg,"drawing of two kids running in a forest with the title ""The LAND OF STORIES"""
0316210463.jpg,"drawing of a red air balloon and the title ""Courage for Beginners"" "
0316219819.jpg,"drawing of a hand with a spiral background and the title ""THE SECRET SERIES"""
0316225614.jpg,"drawing of two boys, a monkey, and a snake in a boat with the title ""THE LONELY LAKE MONSTER"""
031622569X.jpg,"drawing of two boys and a monkey with the title ""THE SASQUATCH ESCAPE"""
0316230375.jpg,"drawing of a girl with two red birds and the title ""BESOS FOR BABY"""
0316257621.jpg,"drawing of two colorful unicorns and the title ""LITTLE PONY PHONICS BOX"""
0316261513.jpg,"drawing of a girl in a red chair and a black cat with the title ""THE LAND OF STORIES"""
031628680X.jpg,"picture of a boy with the title ""AUSTIN MAHONE Just How It Happened"""
0316293245.jpg,"drawing of five characters with the title ""GUARDIANS OF THE GALAXY THE JUNIOR NOVEL"""
0316300381.jpg,"drawing of knights and a horse with a castle and the title ""KNIGHTS IN SHINING ARMOR"""
0316301191.jpg,"drawing of three girly monsters and the title ""MONSTER HIGH BOO YORK"""
0316354511.jpg,"drawing of a girl and a bird in her shoulder with the title ""SNOW WHITE"""
031637086X.jpg,"drawing of people on a boat in the jungle with the title ""TREASURE HUNTERS"""
0316377325.jpg,"drawing of five boys and a girl with purple coat with the title ""TEEN TITANS GO! RAVEN ROCKS"""
0316404977.jpg,"drawing of two fish in a fishbowl and the title ""The Goodbye Book"""
0316410799.jpg,"drawing of a girl with a colorful dress and the title ""SUNSET SHIMMER'S TIME TO SHINE"""
0316523755.jpg,"drawing of a girl with braided hair and the title ""I Love My Hair!"""
0316565946.jpg,"drawing of a girl with a pink dress and the title ""Invincible Louisa"""
0316796433.jpg,"drawing of a snow skateboarder and the title ""MATT CHRISTOPHER SNOWBOARD CHAMP"""
032823978X.jpg,"picture of a castle and a compass and the title ""SOCIAL STUDIES THE WORLD"""
0333441664.jpg,"picture of two builders in a city with the title ""SKYSCRAPERS"""
0333454030.jpg,"image of a white and red background with the title ""How We Build: Tunnels"""
0340850469.jpg,"picture of abstract images and the title ""Religion and Society"""
0340915307.jpg,"picture of a sphere and abstract shapes with the title ""DiDA Unit 2: Multimedia"""
0374300003.jpg,"children's picture of a boy, two dogs, and monsters in the back with the title ""THE FUN BOOK OF SCARY STUFF"""
0374300917.jpg,"picture of a blue fish toy with the title ""The Pout-Pout Fish BOOK AND FISH TANK"""
0374301891.jpg,"drawing of a big blue fish with the title ""The Pout-Pout Fish in the Big-Big Dark"""
0374311021.jpg,"drawing of a dog holding a branch with the caption ""Carl's Christmas"""
0374312494.jpg,"drawing of a boy sitting on the top of an ancient greek building with the title ""WISE GUY The Life and Philosophy of Socrates"""
0374324255.jpg,"drawing of sunflowers with a boy in a garden and the title ""GIFT OF THE SUN"""
0374327602.jpg,"picture in black and white of a woman with stamps and the title ""Grace in the Wilderness"""
0374343888.jpg,"drawing of a girl dragging cart with books and a cat with the title ""THE Library"""
0374354863.jpg,"drawing of a man and a boy in a meadow with the title ""Nabulela"""
0374380104.jpg,"drawing of a blue fish under a leaf with the title ""Sweet Dreams, Pout-Pout Fish"""
0374380503.jpg,"drawing of a crocodile cooking in a pot and the title ""GATOR GUMBO"""
0374436363.jpg,"drawing of adults and children in a small house with the title ""IT COULD ALWAYS BE WORSE"""
0375802983.jpg,"picture of a golden Egyptian head and the title ""FACT TRACKER Mummies and Pyramids"""
0375803297.jpg,"drawing of a family by a table with candles and the title ""TOGETHER FOR KWANZAA"""
0375811206.jpg,"drawing of two men and a dog with the title ""Lewis and Clark A prairie dog for the president"""
0375811249.jpg,"drawing of three bears with clothes and the title ""The Berenstain Bears' DOLLARS AND SENSE"""
0375812970.jpg,"drawing of a dinosaur in a forest with the title ""T.REX HUNTER OR SCAVENGER?"""
0375821783.jpg,"drawing of a green happy worm with shoes and the title ""One Hundred Shoes"""
0375823034.jpg,"drawing of dinosaurs with the title ""Raptor Pack"""
037582636X.jpg,"drawing of a person riding a horse in a street market with the title ""Arabian nights"""
0375831150.jpg,"drawing of a man with a machine with people in the back and the title ""LISTEN UP! Alexander Graham Bell's Talking Machine"""
0375831177.jpg,"drawing of a white unicorn with wings and the title ""UNICORN WINGS"""
0375833870.jpg,"drawing of colorful fish with the captions ""Dr. Seuss's One Fish. Two Fish. Three. Four. Five, Fish!"""
0375834060.jpg,"drawing of a black horse by the sea with the title ""THE BLACK STALLION ADVENTURES!"""
0375837981.jpg,"drawing of a mouse in a dress with many gifts and the title ""BABYMOUSE HEARTBREAKER"""
0375839410.jpg,"drawing of children with a man holding a little lamb with the title ""The Story of Jesus"""
0375839887.jpg,"drawing of a mouse with a green suit in a field with the title ""CAMP BABYMOUSE"""
0375840141.jpg,"drawing of kids holding pumpkins and the title ""how many seeds in a pumpkin?"""
0375843221.jpg,"picture of a red box with a happy train and the title ""THOMAS & FRIENDS"""
0375844457.jpg,"drawing of a girl and a monster with the title ""RUNEMARKS"""
0375851372.jpg,"drawing of a dragon inside a house by a garden with the title ""There's NO Such Thing as a DRAGON"""
0375852042.jpg,"drawing of a brown horse with the captions ""HORSE DIARIES Bell's Star"""
0375853421.jpg,"drawing of a yellow monster in a dark forest with the title ""What was I Scared of? By Dr. Seuss"""
0375856633.jpg,"drawing of kids wearing costumes and the title ""Calendar Mysteries"""
0375857214.jpg,"drawing of a man holding a green frog puppet and the title ""JIM HENSON The Guy Who Played with Puppets"""
0375858938.jpg,"drawing of a boy and a dog staring at animals' drawings on the wall with the title ""Discovery in the Cave"""
0375859608.jpg,"drawing of a yellow monster with the captions ""Dr. Seuss's Do You Like Green Eggs and Ham?"""
0375861513.jpg,"drawing of colorful dinosaurs with the title ""Triceratops for Lunch"""
0375864350.jpg,"drawing of colorful monsters and children with the title ""The Bippolo Seed and Other Lost Stories by Dr. Seuss"""
0375865446.jpg,"drawing of a girl running and the title ""Nothing but Trouble The Story of Althea Gibson"""
0375868801.jpg,"drawing of a green and yellow monster with children and the title ""AZ Mysteries NEW YEAR DRAGON DILEMMA"""
0375868852.jpg,"drawing of two kids sitting in steps with the title ""BALLPARK Mysteries THE L.A. DODGER"""
0375870733.jpg,"drawing of a cat with a red hat swimming with a shark and the title ""HARK! A SHARK!"""
0375870768.jpg,"drawing of a cat with a red hat, kids, and a tree with the title ""Out of Sight Till Tonight!"""
037587366X.jpg,"drawing of a family of four bears with the title ""The big book of Berenstain Bears Beginner books"""
037596679X.jpg,"drawing of a dinousaur in the jungle with the title ""DINOUSAURS"""
0380727692.jpg,"drawing of a mouse holding a stick with the title ""AVI Poppy"""
0380974975.jpg,"drawing of a man surrounded by paper sheets and the title ""A KID'S GUIDE TO AMERICA'S BILL OF RIGHTS"""
0385325746.jpg,"drawing of men working in a building and the title ""Inside the ALAMO"""
0385371659.jpg,"drawing of kids behind a fence with a turkey drawing and the title ""Calendar Mysteries November Night"""
038537254X.jpg,"drawing of a dog with a red shoe in its mouth and the title ""Drop it Rocket!"""
0385372833.jpg,"drawing of a red monster with the title ""ELMO LOVES YOU"""
0385376197.jpg,"drawing of a fox and a little cookie with the title ""The Gingerbread Man"""
0385376448.jpg,"drawing of two trains with happy faces and the title ""NINE FAVORITE TALES"""
0385386419.jpg,"picture of a shark with the title ""Sharks and Other Predators"""
0385387814.jpg,"drawing of two men with a dragon and the title ""THRONES & BONES FROSTBORN"""
0385392702.jpg,"drawing of colorful planes and a helicopter with the title ""Richard Scarry's PLANES"""
0385743785.jpg,"drawing of a forest with the title ""FUZZY MUD"""
0385754930.jpg,"drawing of three ninja rabbits and the title ""NiNJA BuNNY"""
039480001X.jpg,"drawing of a cat with a red hat and the title ""THE CAT IN THE HAT By Dr. Seuss"""
0394800230.jpg,"drawing of an orange fish in a water slide with the title ""A FISH OUT OF WATER"""
0394800923.jpg,"drawing of a yellow dromedary and a cat by a tree with the title ""I Had TROUBLE in getting to SOLLA SOLLEW"""
0394800931.jpg,"drawing of a yellow dog holding a frame with text and the captions ""MY Book about ME"" and ""By ME, Myself"""
0394832434.jpg,"drawing of two kittens with the title ""KITTENS Are Like That"""
0394842553.jpg,"drawing of a green bird reading a book and the caption ""Oh say can you say?"""
0394848365.jpg,"drawing of bears at the dentist with the title ""The Berenstain Bears VISIT THE DENTIST"""
0394848837.jpg,"drawing of men staring at a lighted bulb with the title ""Thomas Alva Edison"""
0394865804.jpg,"drawing of two blue flags and the captions ""The Butter Battle Book"" and ""By Dr. Seuss"""
0394868773.jpg,"drawing of a cat and a dog in a bed with the title ""Sleepy Dog"""
0394874714.jpg,"picture of a shark with the title ""Hungry, Hungry Sharks!"""
0394881788.jpg,"drawing of a girl and colorful toys with gifts and the title ""The Story of the NUTCRACKER BALLET"""
0395587611.jpg,"drawing of two kids walking with a house behind and the title ""AN ISLAND CHRISTMAS"""
0395653614.jpg,"drawing of a boy in a horse and the title ""The Little Humpbacked Horse"""
0395730910.jpg,"drawing of people and forest with the title ""Right Here on This Spot"""
0395735734.jpg,"drawing of a bird with the sun behind and the title ""CRY OF THE BENU BIRD"""
0395811333.jpg,"drawing of men looking at two persons and the title ""Forty Fortunes"""
0395816599.jpg,"drawing of a red truck in a city with the title ""Fireman Small"""
